street,transport_class,countline_date,countline_hour,iso_dow,hour_of_week,is_weekend,total_count,active_countlines
Lady Elizabeth,Bus,2026-04-15,10,3,58,false,4,2
Lady Elizabeth,Bus,2026-04-15,11,3,59,false,12,3
Lady Elizabeth,Bus,2026-04-15,12,3,60,false,5,3
Lady Elizabeth,Bus,2026-04-15,14,3,62,false,2,1
Lady Elizabeth,Bus,2026-04-15,15,3,63,false,1,1
Lady Elizabeth,Bus,2026-04-15,19,3,67,false,1,1
Lady Elizabeth,Bus,2026-04-15,23,3,71,false,1,1
Lady Elizabeth,Bus,2026-04-16,0,4,72,false,1,1
Lady Elizabeth,Bus,2026-04-16,6,4,78,false,3,1
Lady Elizabeth,Bus,2026-04-16,7,4,79,false,1,1
Lady Elizabeth,Bus,2026-04-16,9,4,81,false,2,2
Lady Elizabeth,Bus,2026-04-16,10,4,82,false,1,1
Lady Elizabeth,Bus,2026-04-16,11,4,83,false,3,2
Lady Elizabeth,Bus,2026-04-16,12,4,84,false,1,1
Lady Elizabeth,Bus,2026-04-16,13,4,85,false,1,1
Lady Elizabeth,Bus,2026-04-16,14,4,86,false,1,1
Lady Elizabeth,Bus,2026-04-16,16,4,88,false,4,3
Lady Elizabeth,Bus,2026-04-16,17,4,89,false,1,1
Lady Elizabeth,Bus,2026-04-16,18,4,90,false,1,1
Lady Elizabeth,Bus,2026-04-16,23,4,95,false,1,1
Lady Elizabeth,Bus,2026-04-17,0,5,96,false,2,2
Lady Elizabeth,Bus,2026-04-17,4,5,100,false,1,1
Lady Elizabeth,Bus,2026-04-17,6,5,102,false,7,2
Lady Elizabeth,Bus,2026-04-17,7,5,103,false,10,2
Lady Elizabeth,Bus,2026-04-17,8,5,104,false,2,2
Lady Elizabeth,Bus,2026-04-17,9,5,105,false,1,1
Lady Elizabeth,Bus,2026-04-17,11,5,107,false,5,2
Lady Elizabeth,Bus,2026-04-17,12,5,108,false,5,2
Lady Elizabeth,Bus,2026-04-17,14,5,110,false,2,2
Lady Elizabeth,Bus,2026-04-17,16,5,112,false,1,1
Lady Elizabeth,Bus,2026-04-17,19,5,115,false,1,1
Lady Elizabeth,Bus,2026-04-17,21,5,117,false,1,1
Lady Elizabeth,Bus,2026-04-18,2,6,122,true,1,1
Lady Elizabeth,Bus,2026-04-18,5,6,125,true,3,2
Lady Elizabeth,Bus,2026-04-18,6,6,126,true,1,1
Lady Elizabeth,Bus,2026-04-18,7,6,127,true,1,1
Lady Elizabeth,Bus,2026-04-18,10,6,130,true,3,1
Lady Elizabeth,Bus,2026-04-18,11,6,131,true,5,1
Lady Elizabeth,Bus,2026-04-18,12,6,132,true,8,2
Lady Elizabeth,Bus,2026-04-18,14,6,134,true,1,1
Lady Elizabeth,Bus,2026-04-18,15,6,135,true,1,1
Lady Elizabeth,Bus,2026-04-18,18,6,138,true,2,1
Lady Elizabeth,Bus,2026-04-18,20,6,140,true,4,2
Lady Elizabeth,Bus,2026-04-18,21,6,141,true,2,1
Lady Elizabeth,Bus,2026-04-19,0,7,144,true,1,1
Lady Elizabeth,Bus,2026-04-19,5,7,149,true,1,1
Lady Elizabeth,Bus,2026-04-19,6,7,150,true,5,2
Lady Elizabeth,Bus,2026-04-19,7,7,151,true,1,1
Lady Elizabeth,Bus,2026-04-19,11,7,155,true,4,1
Lady Elizabeth,Bus,2026-04-19,13,7,157,true,1,1
Lady Elizabeth,Bus,2026-04-19,16,7,160,true,2,1
Lady Elizabeth,Bus,2026-04-19,17,7,161,true,5,3
Lady Elizabeth,Bus,2026-04-19,20,7,164,true,1,1
Lady Elizabeth,Bus,2026-04-20,6,1,6,false,2,1
Lady Elizabeth,Bus,2026-04-20,9,1,9,false,1,1
Lady Elizabeth,Bus,2026-04-20,11,1,11,false,3,2
Lady Elizabeth,Bus,2026-04-20,12,1,12,false,2,2
Lady Elizabeth,Bus,2026-04-20,15,1,15,false,3,1
Lady Elizabeth,Bus,2026-04-20,16,1,16,false,1,1
Lady Elizabeth,Bus,2026-04-20,17,1,17,false,2,1
Lady Elizabeth,Bus,2026-04-20,18,1,18,false,2,2
Lady Elizabeth,Bus,2026-04-21,4,2,28,false,1,1
Lady Elizabeth,Bus,2026-04-21,6,2,30,false,1,1
Lady Elizabeth,Bus,2026-04-21,18,2,42,false,3,1
Lady Elizabeth,Bus,2026-04-22,6,3,54,false,2,2
Lady Elizabeth,Bus,2026-04-22,7,3,55,false,2,2
Lady Elizabeth,Bus,2026-04-22,8,3,56,false,1,1
Lady Elizabeth,Bus,2026-04-22,9,3,57,false,3,1
Lady Elizabeth,Bus,2026-04-22,10,3,58,false,1,1
Lady Elizabeth,Bus,2026-04-22,11,3,59,false,6,2
Lady Elizabeth,Bus,2026-04-22,12,3,60,false,2,2
Lady Elizabeth,Bus,2026-04-22,13,3,61,false,2,2
Lady Elizabeth,Bus,2026-04-22,14,3,62,false,3,3
Lady Elizabeth,Bus,2026-04-22,15,3,63,false,1,1
Lady Elizabeth,Bus,2026-04-22,16,3,64,false,2,2
Lady Elizabeth,Bus,2026-04-23,1,4,73,false,1,1
Lady Elizabeth,Bus,2026-04-23,6,4,78,false,4,3
Lady Elizabeth,Bus,2026-04-23,7,4,79,false,3,1
Lady Elizabeth,Bus,2026-04-23,8,4,80,false,2,1
Lady Elizabeth,Bus,2026-04-23,10,4,82,false,1,1
Lady Elizabeth,Bus,2026-04-23,11,4,83,false,1,1
Lady Elizabeth,Bus,2026-04-23,12,4,84,false,3,1
Lady Elizabeth,Bus,2026-04-23,13,4,85,false,5,1
Lady Elizabeth,Bus,2026-04-23,15,4,87,false,1,1
Lady Elizabeth,Bus,2026-04-23,17,4,89,false,1,1
Lady Elizabeth,Bus,2026-04-23,19,4,91,false,1,1
Lady Elizabeth,Bus,2026-04-23,22,4,94,false,1,1
Lady Elizabeth,Bus,2026-04-24,0,5,96,false,1,1
Lady Elizabeth,Bus,2026-04-24,2,5,98,false,1,1
Lady Elizabeth,Bus,2026-04-24,3,5,99,false,1,1
Lady Elizabeth,Bus,2026-04-24,7,5,103,false,8,1
Lady Elizabeth,Bus,2026-04-24,8,5,104,false,2,2
Lady Elizabeth,Bus,2026-04-24,9,5,105,false,1,1
Lady Elizabeth,Bus,2026-04-24,10,5,106,false,3,2
Lady Elizabeth,Bus,2026-04-24,11,5,107,false,2,2
Lady Elizabeth,Bus,2026-04-24,12,5,108,false,4,2
Lady Elizabeth,Bus,2026-04-24,14,5,110,false,4,3
Lady Elizabeth,Bus,2026-04-24,16,5,112,false,1,1
Lady Elizabeth,Bus,2026-04-24,17,5,113,false,1,1
Lady Elizabeth,Bus,2026-04-25,6,6,126,true,2,1
Lady Elizabeth,Bus,2026-04-25,9,6,129,true,1,1
Lady Elizabeth,Bus,2026-04-25,11,6,131,true,5,2
Lady Elizabeth,Bus,2026-04-25,12,6,132,true,1,1
Lady Elizabeth,Bus,2026-04-25,14,6,134,true,2,2
Lady Elizabeth,Bus,2026-04-25,15,6,135,true,5,2
Lady Elizabeth,Bus,2026-04-25,16,6,136,true,2,2
Lady Elizabeth,Bus,2026-04-25,17,6,137,true,5,3
Lady Elizabeth,Bus,2026-04-25,18,6,138,true,3,1
Lady Elizabeth,Bus,2026-04-25,21,6,141,true,1,1
Lady Elizabeth,Bus,2026-04-25,22,6,142,true,2,1
Lady Elizabeth,Bus,2026-04-25,23,6,143,true,2,2
Lady Elizabeth,Bus,2026-04-26,5,7,149,true,1,1
Lady Elizabeth,Bus,2026-04-26,6,7,150,true,3,1
Lady Elizabeth,Bus,2026-04-26,7,7,151,true,1,1
Lady Elizabeth,Bus,2026-04-26,8,7,152,true,1,1
Lady Elizabeth,Bus,2026-04-26,10,7,154,true,5,2
Lady Elizabeth,Bus,2026-04-26,11,7,155,true,2,2
Lady Elizabeth,Bus,2026-04-26,15,7,159,true,1,1
Lady Elizabeth,Bus,2026-04-26,16,7,160,true,1,1
Lady Elizabeth,Bus,2026-04-26,23,7,167,true,1,1
Lady Elizabeth,Bus,2026-04-27,0,1,0,false,1,1
Lady Elizabeth,Bus,2026-04-27,6,1,6,false,1,1
Lady Elizabeth,Bus,2026-04-27,9,1,9,false,1,1
Lady Elizabeth,Bus,2026-04-27,11,1,11,false,5,2
Lady Elizabeth,Bus,2026-04-27,12,1,12,false,3,2
Lady Elizabeth,Bus,2026-04-27,15,1,15,false,2,2
Lady Elizabeth,Bus,2026-04-27,17,1,17,false,1,1
Lady Elizabeth,Bus,2026-04-27,19,1,19,false,1,1
Lady Elizabeth,Bus,2026-04-27,21,1,21,false,1,1
Lady Elizabeth,Bus,2026-04-28,6,2,30,false,5,1
Lady Elizabeth,Bus,2026-04-28,10,2,34,false,2,1
Lady Elizabeth,Bus,2026-04-28,11,2,35,false,4,2
Lady Elizabeth,Bus,2026-04-28,13,2,37,false,1,1
Lady Elizabeth,Bus,2026-04-28,14,2,38,false,2,2
Lady Elizabeth,Bus,2026-04-28,15,2,39,false,1,1
Lady Elizabeth,Bus,2026-04-28,18,2,42,false,2,2
Lady Elizabeth,Bus,2026-04-29,2,3,50,false,2,2
Lady Elizabeth,Bus,2026-04-29,6,3,54,false,1,1
Lady Elizabeth,Bus,2026-04-29,8,3,56,false,1,1
Lady Elizabeth,Bus,2026-04-29,9,3,57,false,1,1
Lady Elizabeth,Bus,2026-04-29,10,3,58,false,2,2
Lady Elizabeth,Bus,2026-04-29,11,3,59,false,7,2
Lady Elizabeth,Bus,2026-04-29,13,3,61,false,1,1
Lady Elizabeth,Bus,2026-04-29,14,3,62,false,2,2
Lady Elizabeth,Bus,2026-04-29,15,3,63,false,1,1
Lady Elizabeth,Bus,2026-04-29,18,3,66,false,1,1
Lady Elizabeth,Bus,2026-04-29,21,3,69,false,1,1
Lady Elizabeth,Bus,2026-04-29,23,3,71,false,1,1
Lady Elizabeth,Bus,2026-04-30,0,4,72,false,2,2
Lady Elizabeth,Bus,2026-04-30,8,4,80,false,1,1
Lady Elizabeth,Bus,2026-04-30,9,4,81,false,1,1
Lady Elizabeth,Bus,2026-04-30,10,4,82,false,2,2
Lady Elizabeth,Bus,2026-04-30,11,4,83,false,6,2
Lady Elizabeth,Bus,2026-04-30,12,4,84,false,1,1
Lady Elizabeth,Bus,2026-04-30,14,4,86,false,3,2
Lady Elizabeth,Bus,2026-04-30,15,4,87,false,2,2
Lady Elizabeth,Bus,2026-04-30,17,4,89,false,1,1
Lady Elizabeth,Bus,2026-04-30,18,4,90,false,1,1
Lady Elizabeth,Bus,2026-04-30,20,4,92,false,1,1
Lady Elizabeth,Bus,2026-04-30,22,4,94,false,1,1
Lady Elizabeth,Car,2026-04-01,0,3,48,false,40,4
Lady Elizabeth,Car,2026-04-01,1,3,49,false,3,3
Lady Elizabeth,Car,2026-04-01,3,3,51,false,3,2
Lady Elizabeth,Car,2026-04-01,4,3,52,false,9,4
Lady Elizabeth,Car,2026-04-01,5,3,53,false,12,3
Lady Elizabeth,Car,2026-04-01,6,3,54,false,23,4
Lady Elizabeth,Car,2026-04-01,7,3,55,false,42,5
Lady Elizabeth,Car,2026-04-01,8,3,56,false,80,4
Lady Elizabeth,Car,2026-04-01,9,3,57,false,46,4
Lady Elizabeth,Car,2026-04-01,10,3,58,false,42,4
Lady Elizabeth,Car,2026-04-01,11,3,59,false,86,4
Lady Elizabeth,Car,2026-04-01,12,3,60,false,75,4
Lady Elizabeth,Car,2026-04-01,13,3,61,false,45,4
Lady Elizabeth,Car,2026-04-01,14,3,62,false,55,4
Lady Elizabeth,Car,2026-04-01,15,3,63,false,74,4
Lady Elizabeth,Car,2026-04-01,16,3,64,false,99,4
Lady Elizabeth,Car,2026-04-01,17,3,65,false,104,5
Lady Elizabeth,Car,2026-04-01,18,3,66,false,71,4
Lady Elizabeth,Car,2026-04-01,19,3,67,false,59,4
Lady Elizabeth,Car,2026-04-01,20,3,68,false,34,4
Lady Elizabeth,Car,2026-04-01,21,3,69,false,30,5
Lady Elizabeth,Car,2026-04-01,22,3,70,false,28,4
Lady Elizabeth,Car,2026-04-01,23,3,71,false,40,4
Lady Elizabeth,Car,2026-04-02,0,4,72,false,35,4
Lady Elizabeth,Car,2026-04-02,1,4,73,false,1,1
Lady Elizabeth,Car,2026-04-02,2,4,74,false,4,3
Lady Elizabeth,Car,2026-04-02,3,4,75,false,8,3
Lady Elizabeth,Car,2026-04-02,4,4,76,false,1,1
Lady Elizabeth,Car,2026-04-02,5,4,77,false,9,3
Lady Elizabeth,Car,2026-04-02,6,4,78,false,44,4
Lady Elizabeth,Car,2026-04-02,7,4,79,false,73,5
Lady Elizabeth,Car,2026-04-02,8,4,80,false,84,4
Lady Elizabeth,Car,2026-04-02,9,4,81,false,56,4
Lady Elizabeth,Car,2026-04-02,10,4,82,false,49,4
Lady Elizabeth,Car,2026-04-02,11,4,83,false,78,4
Lady Elizabeth,Car,2026-04-02,12,4,84,false,125,4
Lady Elizabeth,Car,2026-04-02,13,4,85,false,60,4
Lady Elizabeth,Car,2026-04-02,14,4,86,false,54,4
Lady Elizabeth,Car,2026-04-02,15,4,87,false,75,4
Lady Elizabeth,Car,2026-04-02,16,4,88,false,91,4
Lady Elizabeth,Car,2026-04-02,17,4,89,false,109,4
Lady Elizabeth,Car,2026-04-02,18,4,90,false,87,4
Lady Elizabeth,Car,2026-04-02,19,4,91,false,51,4
Lady Elizabeth,Car,2026-04-02,20,4,92,false,21,4
Lady Elizabeth,Car,2026-04-02,21,4,93,false,25,5
Lady Elizabeth,Car,2026-04-02,22,4,94,false,25,4
Lady Elizabeth,Car,2026-04-02,23,4,95,false,28,4
Lady Elizabeth,Car,2026-04-03,0,5,96,false,49,4
Lady Elizabeth,Car,2026-04-03,1,5,97,false,4,3
Lady Elizabeth,Car,2026-04-03,2,5,98,false,2,1
Lady Elizabeth,Car,2026-04-03,3,5,99,false,3,1
Lady Elizabeth,Car,2026-04-03,4,5,100,false,7,2
Lady Elizabeth,Car,2026-04-03,5,5,101,false,10,3
Lady Elizabeth,Car,2026-04-03,6,5,102,false,96,4
Lady Elizabeth,Car,2026-04-03,7,5,103,false,60,4
Lady Elizabeth,Car,2026-04-03,8,5,104,false,16,4
Lady Elizabeth,Car,2026-04-03,9,5,105,false,12,4
Lady Elizabeth,Car,2026-04-03,10,5,106,false,33,4
Lady Elizabeth,Car,2026-04-03,11,5,107,false,100,4
Lady Elizabeth,Car,2026-04-03,12,5,108,false,46,4
Lady Elizabeth,Car,2026-04-03,13,5,109,false,30,4
Lady Elizabeth,Car,2026-04-03,14,5,110,false,39,4
Lady Elizabeth,Car,2026-04-03,15,5,111,false,33,4
Lady Elizabeth,Car,2026-04-03,16,5,112,false,23,5
Lady Elizabeth,Car,2026-04-03,17,5,113,false,41,4
Lady Elizabeth,Car,2026-04-03,18,5,114,false,79,4
Lady Elizabeth,Car,2026-04-03,19,5,115,false,38,4
Lady Elizabeth,Car,2026-04-03,20,5,116,false,15,4
Lady Elizabeth,Car,2026-04-03,21,5,117,false,13,5
Lady Elizabeth,Car,2026-04-03,22,5,118,false,16,4
Lady Elizabeth,Car,2026-04-03,23,5,119,false,8,4
Lady Elizabeth,Car,2026-04-04,0,6,120,true,19,4
Lady Elizabeth,Car,2026-04-04,1,6,121,true,1,1
Lady Elizabeth,Car,2026-04-04,2,6,122,true,1,1
Lady Elizabeth,Car,2026-04-04,4,6,124,true,6,3
Lady Elizabeth,Car,2026-04-04,5,6,125,true,5,3
Lady Elizabeth,Car,2026-04-04,6,6,126,true,57,3
Lady Elizabeth,Car,2026-04-04,7,6,127,true,54,4
Lady Elizabeth,Car,2026-04-04,8,6,128,true,12,3
Lady Elizabeth,Car,2026-04-04,9,6,129,true,24,4
Lady Elizabeth,Car,2026-04-04,10,6,130,true,35,5
Lady Elizabeth,Car,2026-04-04,11,6,131,true,84,4
Lady Elizabeth,Car,2026-04-04,12,6,132,true,88,4
Lady Elizabeth,Car,2026-04-04,13,6,133,true,49,4
Lady Elizabeth,Car,2026-04-04,14,6,134,true,76,5
Lady Elizabeth,Car,2026-04-04,15,6,135,true,44,4
Lady Elizabeth,Car,2026-04-04,16,6,136,true,32,4
Lady Elizabeth,Car,2026-04-04,17,6,137,true,55,4
Lady Elizabeth,Car,2026-04-04,18,6,138,true,87,4
Lady Elizabeth,Car,2026-04-04,19,6,139,true,21,4
Lady Elizabeth,Car,2026-04-04,20,6,140,true,34,4
Lady Elizabeth,Car,2026-04-04,21,6,141,true,23,4
Lady Elizabeth,Car,2026-04-04,22,6,142,true,49,4
Lady Elizabeth,Car,2026-04-04,23,6,143,true,28,4
Lady Elizabeth,Car,2026-04-05,0,7,144,true,28,4
Lady Elizabeth,Car,2026-04-05,1,7,145,true,9,4
Lady Elizabeth,Car,2026-04-05,2,7,146,true,8,3
Lady Elizabeth,Car,2026-04-05,4,7,148,true,3,2
Lady Elizabeth,Car,2026-04-05,5,7,149,true,10,3
Lady Elizabeth,Car,2026-04-05,6,7,150,true,90,5
Lady Elizabeth,Car,2026-04-05,7,7,151,true,33,4
Lady Elizabeth,Car,2026-04-05,8,7,152,true,15,4
Lady Elizabeth,Car,2026-04-05,9,7,153,true,20,4
Lady Elizabeth,Car,2026-04-05,10,7,154,true,46,4
Lady Elizabeth,Car,2026-04-05,11,7,155,true,75,4
Lady Elizabeth,Car,2026-04-05,12,7,156,true,72,4
Lady Elizabeth,Car,2026-04-05,13,7,157,true,27,4
Lady Elizabeth,Car,2026-04-05,14,7,158,true,30,4
Lady Elizabeth,Car,2026-04-05,15,7,159,true,23,4
Lady Elizabeth,Car,2026-04-05,16,7,160,true,30,4
Lady Elizabeth,Car,2026-04-05,17,7,161,true,62,4
Lady Elizabeth,Car,2026-04-05,18,7,162,true,62,4
Lady Elizabeth,Car,2026-04-05,19,7,163,true,24,4
Lady Elizabeth,Car,2026-04-05,20,7,164,true,19,5
Lady Elizabeth,Car,2026-04-05,21,7,165,true,19,4
Lady Elizabeth,Car,2026-04-05,22,7,166,true,35,4
Lady Elizabeth,Car,2026-04-05,23,7,167,true,21,3
Lady Elizabeth,Car,2026-04-06,0,1,0,false,24,4
Lady Elizabeth,Car,2026-04-06,1,1,1,false,1,1
Lady Elizabeth,Car,2026-04-06,2,1,2,false,5,3
Lady Elizabeth,Car,2026-04-06,3,1,3,false,3,2
Lady Elizabeth,Car,2026-04-06,5,1,5,false,7,3
Lady Elizabeth,Car,2026-04-06,6,1,6,false,67,4
Lady Elizabeth,Car,2026-04-06,7,1,7,false,25,4
Lady Elizabeth,Car,2026-04-06,8,1,8,false,10,3
Lady Elizabeth,Car,2026-04-06,9,1,9,false,26,4
Lady Elizabeth,Car,2026-04-06,10,1,10,false,37,4
Lady Elizabeth,Car,2026-04-06,11,1,11,false,80,4
Lady Elizabeth,Car,2026-04-06,12,1,12,false,72,4
Lady Elizabeth,Car,2026-04-06,13,1,13,false,51,4
Lady Elizabeth,Car,2026-04-06,14,1,14,false,24,4
Lady Elizabeth,Car,2026-04-06,15,1,15,false,25,4
Lady Elizabeth,Car,2026-04-06,16,1,16,false,25,4
Lady Elizabeth,Car,2026-04-06,17,1,17,false,103,4
Lady Elizabeth,Car,2026-04-06,18,1,18,false,58,5
Lady Elizabeth,Car,2026-04-06,19,1,19,false,15,4
Lady Elizabeth,Car,2026-04-06,20,1,20,false,29,5
Lady Elizabeth,Car,2026-04-06,21,1,21,false,16,4
Lady Elizabeth,Car,2026-04-06,22,1,22,false,62,3
Lady Elizabeth,Car,2026-04-06,23,1,23,false,14,4
Lady Elizabeth,Car,2026-04-07,0,2,24,false,21,4
Lady Elizabeth,Car,2026-04-07,1,2,25,false,3,2
Lady Elizabeth,Car,2026-04-07,2,2,26,false,5,3
Lady Elizabeth,Car,2026-04-07,3,2,27,false,1,1
Lady Elizabeth,Car,2026-04-07,4,2,28,false,5,2
Lady Elizabeth,Car,2026-04-07,5,2,29,false,8,4
Lady Elizabeth,Car,2026-04-07,6,2,30,false,67,4
Lady Elizabeth,Car,2026-04-07,7,2,31,false,55,4
Lady Elizabeth,Car,2026-04-07,8,2,32,false,78,4
Lady Elizabeth,Car,2026-04-07,9,2,33,false,28,4
Lady Elizabeth,Car,2026-04-07,10,2,34,false,38,4
Lady Elizabeth,Car,2026-04-07,11,2,35,false,76,4
Lady Elizabeth,Car,2026-04-07,12,2,36,false,42,4
Lady Elizabeth,Car,2026-04-07,13,2,37,false,43,4
Lady Elizabeth,Car,2026-04-07,14,2,38,false,36,4
Lady Elizabeth,Car,2026-04-07,15,2,39,false,63,4
Lady Elizabeth,Car,2026-04-07,16,2,40,false,77,4
Lady Elizabeth,Car,2026-04-07,17,2,41,false,114,4
Lady Elizabeth,Car,2026-04-07,18,2,42,false,57,4
Lady Elizabeth,Car,2026-04-07,19,2,43,false,26,4
Lady Elizabeth,Car,2026-04-07,20,2,44,false,31,5
Lady Elizabeth,Car,2026-04-07,21,2,45,false,18,4
Lady Elizabeth,Car,2026-04-07,22,2,46,false,35,4
Lady Elizabeth,Car,2026-04-07,23,2,47,false,22,3
Lady Elizabeth,Car,2026-04-08,0,3,48,false,23,4
Lady Elizabeth,Car,2026-04-08,1,3,49,false,5,3
Lady Elizabeth,Car,2026-04-08,2,3,50,false,4,3
Lady Elizabeth,Car,2026-04-08,4,3,52,false,4,2
Lady Elizabeth,Car,2026-04-08,5,3,53,false,6,2
Lady Elizabeth,Car,2026-04-08,6,3,54,false,46,4
Lady Elizabeth,Car,2026-04-08,7,3,55,false,65,4
Lady Elizabeth,Car,2026-04-08,8,3,56,false,81,4
Lady Elizabeth,Car,2026-04-08,9,3,57,false,44,4
Lady Elizabeth,Car,2026-04-08,10,3,58,false,62,4
Lady Elizabeth,Car,2026-04-08,11,3,59,false,84,4
Lady Elizabeth,Car,2026-04-08,12,3,60,false,71,4
Lady Elizabeth,Car,2026-04-08,13,3,61,false,49,4
Lady Elizabeth,Car,2026-04-08,14,3,62,false,44,4
Lady Elizabeth,Car,2026-04-08,15,3,63,false,80,4
Lady Elizabeth,Car,2026-04-08,16,3,64,false,93,4
Lady Elizabeth,Car,2026-04-08,17,3,65,false,96,4
Lady Elizabeth,Car,2026-04-08,18,3,66,false,73,4
Lady Elizabeth,Car,2026-04-08,19,3,67,false,38,4
Lady Elizabeth,Car,2026-04-08,20,3,68,false,32,5
Lady Elizabeth,Car,2026-04-08,21,3,69,false,26,4
Lady Elizabeth,Car,2026-04-08,22,3,70,false,18,3
Lady Elizabeth,Car,2026-04-08,23,3,71,false,25,4
Lady Elizabeth,Car,2026-04-09,0,4,72,false,26,3
Lady Elizabeth,Car,2026-04-09,1,4,73,false,5,3
Lady Elizabeth,Car,2026-04-09,2,4,74,false,2,2
Lady Elizabeth,Car,2026-04-09,4,4,76,false,4,3
Lady Elizabeth,Car,2026-04-09,5,4,77,false,5,2
Lady Elizabeth,Car,2026-04-09,6,4,78,false,48,4
Lady Elizabeth,Car,2026-04-09,7,4,79,false,71,4
Lady Elizabeth,Car,2026-04-09,8,4,80,false,85,4
Lady Elizabeth,Car,2026-04-09,9,4,81,false,33,4
Lady Elizabeth,Car,2026-04-09,10,4,82,false,52,4
Lady Elizabeth,Car,2026-04-09,11,4,83,false,94,4
Lady Elizabeth,Car,2026-04-09,12,4,84,false,68,4
Lady Elizabeth,Car,2026-04-09,13,4,85,false,47,4
Lady Elizabeth,Car,2026-04-09,14,4,86,false,42,4
Lady Elizabeth,Car,2026-04-09,15,4,87,false,76,4
Lady Elizabeth,Car,2026-04-09,16,4,88,false,100,4
Lady Elizabeth,Car,2026-04-09,17,4,89,false,101,4
Lady Elizabeth,Car,2026-04-09,18,4,90,false,85,4
Lady Elizabeth,Car,2026-04-09,19,4,91,false,43,4
Lady Elizabeth,Car,2026-04-09,20,4,92,false,44,5
Lady Elizabeth,Car,2026-04-09,21,4,93,false,17,4
Lady Elizabeth,Car,2026-04-09,22,4,94,false,16,4
Lady Elizabeth,Car,2026-04-09,23,4,95,false,39,4
Lady Elizabeth,Car,2026-04-10,0,5,96,false,26,3
Lady Elizabeth,Car,2026-04-10,1,5,97,false,12,4
Lady Elizabeth,Car,2026-04-10,2,5,98,false,2,2
Lady Elizabeth,Car,2026-04-10,4,5,100,false,2,2
Lady Elizabeth,Car,2026-04-10,5,5,101,false,13,4
Lady Elizabeth,Car,2026-04-10,6,5,102,false,57,4
Lady Elizabeth,Car,2026-04-10,7,5,103,false,66,4
Lady Elizabeth,Car,2026-04-10,8,5,104,false,51,4
Lady Elizabeth,Car,2026-04-10,9,5,105,false,39,4
Lady Elizabeth,Car,2026-04-10,10,5,106,false,51,4
Lady Elizabeth,Car,2026-04-10,11,5,107,false,102,4
Lady Elizabeth,Car,2026-04-10,12,5,108,false,74,4
Lady Elizabeth,Car,2026-04-10,13,5,109,false,64,4
Lady Elizabeth,Car,2026-04-10,14,5,110,false,60,4
Lady Elizabeth,Car,2026-04-10,15,5,111,false,89,4
Lady Elizabeth,Car,2026-04-10,16,5,112,false,88,4
Lady Elizabeth,Car,2026-04-10,17,5,113,false,110,4
Lady Elizabeth,Car,2026-04-10,18,5,114,false,84,4
Lady Elizabeth,Car,2026-04-10,19,5,115,false,30,4
Lady Elizabeth,Car,2026-04-10,20,5,116,false,24,5
Lady Elizabeth,Car,2026-04-10,21,5,117,false,21,4
Lady Elizabeth,Car,2026-04-10,22,5,118,false,21,4
Lady Elizabeth,Car,2026-04-10,23,5,119,false,51,4
Lady Elizabeth,Car,2026-04-11,0,6,120,true,33,4
Lady Elizabeth,Car,2026-04-11,1,6,121,true,6,2
Lady Elizabeth,Car,2026-04-11,2,6,122,true,2,2
Lady Elizabeth,Car,2026-04-11,3,6,123,true,1,1
Lady Elizabeth,Car,2026-04-11,4,6,124,true,1,1
Lady Elizabeth,Car,2026-04-11,5,6,125,true,4,2
Lady Elizabeth,Car,2026-04-11,6,6,126,true,29,3
Lady Elizabeth,Car,2026-04-11,7,6,127,true,28,4
Lady Elizabeth,Car,2026-04-11,8,6,128,true,19,4
Lady Elizabeth,Car,2026-04-11,9,6,129,true,28,4
Lady Elizabeth,Car,2026-04-11,10,6,130,true,43,4
Lady Elizabeth,Car,2026-04-11,11,6,131,true,90,4
Lady Elizabeth,Car,2026-04-11,12,6,132,true,59,4
Lady Elizabeth,Car,2026-04-11,13,6,133,true,49,4
Lady Elizabeth,Car,2026-04-11,14,6,134,true,63,4
Lady Elizabeth,Car,2026-04-11,15,6,135,true,69,4
Lady Elizabeth,Car,2026-04-11,16,6,136,true,53,4
Lady Elizabeth,Car,2026-04-11,17,6,137,true,67,4
Lady Elizabeth,Car,2026-04-11,18,6,138,true,91,4
Lady Elizabeth,Car,2026-04-11,19,6,139,true,64,4
Lady Elizabeth,Car,2026-04-11,20,6,140,true,33,4
Lady Elizabeth,Car,2026-04-11,21,6,141,true,83,4
Lady Elizabeth,Car,2026-04-11,22,6,142,true,34,4
Lady Elizabeth,Car,2026-04-11,23,6,143,true,27,4
Lady Elizabeth,Car,2026-04-12,0,7,144,true,29,4
Lady Elizabeth,Car,2026-04-12,1,7,145,true,8,4
Lady Elizabeth,Car,2026-04-12,3,7,147,true,1,1
Lady Elizabeth,Car,2026-04-12,4,7,148,true,3,2
Lady Elizabeth,Car,2026-04-12,5,7,149,true,9,3
Lady Elizabeth,Car,2026-04-12,6,7,150,true,66,3
Lady Elizabeth,Car,2026-04-12,7,7,151,true,42,4
Lady Elizabeth,Car,2026-04-12,8,7,152,true,12,2
Lady Elizabeth,Car,2026-04-12,9,7,153,true,5,3
Lady Elizabeth,Car,2026-04-12,10,7,154,true,36,4
Lady Elizabeth,Car,2026-04-12,11,7,155,true,79,4
Lady Elizabeth,Car,2026-04-12,12,7,156,true,65,4
Lady Elizabeth,Car,2026-04-12,13,7,157,true,45,4
Lady Elizabeth,Car,2026-04-12,14,7,158,true,41,4
