cell_id,cell_lat,cell_lon,event_date,event_hour,sensor_hits,metlink_hits,nzta_hits,total_hits,sources_hit,max_sev_rank,sources
"-41.32,174.79",-41.32,174.79,2026-04-28,9,0,1,0,1,1,2,metlink
"-41.15,175.01",-41.15,175.01,2026-04-22,21,0,1,0,1,1,2,metlink
"-41.14,175.02",-41.14,175.02,2026-04-23,21,0,1,0,1,1,2,metlink
"-41.14,174.86",-41.14,174.86,2026-04-30,16,0,1,0,1,1,2,metlink
"-41.32,174.79",-41.32,174.79,2026-04-20,10,0,1,0,1,1,2,metlink
"-41.26,174.77",-41.26,174.77,2026-04-17,13,0,1,0,1,1,2,metlink
"-41.11,174.87",-41.11,174.87,2026-04-09,16,0,1,0,1,1,2,metlink
"-40.92,175.0",-40.92,175.0,2026-04-14,6,0,1,0,1,1,2,metlink
"-41.25,174.77",-41.25,174.77,2026-04-05,9,0,1,0,1,1,2,metlink
"-41.26,174.8",-41.26,174.8,2026-04-07,7,0,1,0,1,1,2,metlink
"-40.88,175.07",-40.88,175.07,2026-04-17,20,0,1,0,1,1,2,metlink
"-41.15,174.99",-41.15,174.99,2026-04-01,12,0,1,0,1,1,2,metlink
"-41.24,174.79",-41.24,174.79,2026-04-28,23,0,1,0,1,1,2,metlink
"-41.22,174.87",-41.22,174.87,2026-04-23,9,0,1,0,1,1,2,metlink
"-41.27,174.75",-41.27,174.75,2026-04-10,7,0,1,0,1,1,2,metlink
"-41.28,174.75",-41.28,174.75,2026-04-28,9,0,1,0,1,1,2,metlink
"-41.2,174.89",-41.2,174.89,2026-04-21,20,0,1,0,1,1,2,metlink
"-40.87,175.05",-40.87,175.05,2026-04-07,15,0,1,0,1,1,2,metlink
"-41.17,174.96",-41.17,174.96,2026-04-24,6,0,1,0,1,1,2,metlink
"-41.17,174.99",-41.17,174.99,2026-04-13,16,0,1,0,1,1,2,metlink
"-41.12,174.84",-41.12,174.84,2026-04-17,7,0,1,0,1,1,2,metlink
"-41.26,174.78",-41.26,174.78,2026-04-05,10,0,1,0,1,1,2,metlink
"-41.08,174.87",-41.08,174.87,2026-04-15,12,0,1,0,1,1,2,metlink
"-41.26,174.79",-41.26,174.79,2026-04-15,13,0,1,0,1,1,2,metlink
"-41.15,174.83",-41.15,174.83,2026-04-22,7,0,1,0,1,1,2,metlink
"-41.34,174.77",-41.34,174.77,2026-04-04,16,0,1,0,1,1,2,metlink
"-40.95,175.66",-40.95,175.66,2026-04-22,13,0,1,0,1,1,2,metlink
"-41.29,174.73",-41.29,174.73,2026-04-14,11,0,1,0,1,1,2,metlink
"-40.88,175.05",-40.88,175.05,2026-04-18,7,0,1,0,1,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-12,8,0,1,0,1,1,2,metlink
"-41.29,174.76",-41.29,174.76,2026-04-07,12,0,1,0,1,1,2,metlink
"-41.18,175.42",-41.18,175.42,2026-04-07,8,0,1,0,1,1,2,metlink
"-41.27,174.96",-41.27,174.96,2026-04-05,11,0,1,0,1,1,2,metlink
"-41.31,174.83",-41.31,174.83,2026-04-21,10,0,1,0,1,1,2,metlink
"-41.29,174.78",-41.29,174.78,2026-04-17,19,0,1,0,1,1,2,metlink
"-41.34,174.79",-41.34,174.79,2026-04-13,15,0,1,0,1,1,2,metlink
"-41.13,175.05",-41.13,175.05,2026-04-30,8,0,1,0,1,1,2,metlink
"-40.88,174.98",-40.88,174.98,2026-04-03,14,0,1,0,1,1,2,metlink
"-41.34,174.82",-41.34,174.82,2026-04-04,15,0,1,0,1,1,2,metlink
"-41.13,175.07",-41.13,175.07,2026-04-14,19,0,1,0,1,1,2,metlink
"-41.26,174.76",-41.26,174.76,2026-04-15,8,0,1,0,1,1,2,metlink
"-41.15,174.99",-41.15,174.99,2026-04-07,14,0,1,0,1,1,2,metlink
"-41.2,174.93",-41.2,174.93,2026-04-24,19,0,1,0,1,1,2,metlink
"-41.32,174.82",-41.32,174.82,2026-04-14,18,0,1,0,1,1,2,metlink
"-41.3,174.78",-41.3,174.78,2026-04-24,13,0,1,0,1,1,2,metlink
"-41.22,174.92",-41.22,174.92,2026-04-23,8,0,1,0,1,1,2,metlink
"-41.33,174.77",-41.33,174.77,2026-04-21,12,0,1,0,1,1,2,metlink
"-41.2,174.97",-41.2,174.97,2026-04-07,20,0,1,0,1,1,2,metlink
"-41.32,174.82",-41.32,174.82,2026-04-01,11,0,1,0,1,1,2,metlink
"-41.29,174.75",-41.29,174.75,2026-04-05,8,0,1,0,1,1,2,metlink
"-41.25,174.93",-41.25,174.93,2026-04-10,9,0,1,0,1,1,2,metlink
"-41.08,174.87",-41.08,174.87,2026-04-03,4,0,1,0,1,1,2,metlink
"-41.26,174.79",-41.26,174.79,2026-04-17,10,0,1,0,1,1,2,metlink
"-41.27,174.75",-41.27,174.75,2026-04-20,17,0,1,0,1,1,2,metlink
"-41.15,174.86",-41.15,174.86,2026-04-10,7,0,1,0,1,1,2,metlink
"-41.35,174.76",-41.35,174.76,2026-04-13,15,0,1,0,1,1,2,metlink
"-41.31,174.81",-41.31,174.81,2026-04-29,11,0,1,0,1,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-02,11,0,1,0,1,1,2,metlink
"-41.17,174.99",-41.17,174.99,2026-04-20,15,0,1,0,1,1,2,metlink
"-40.91,175.0",-40.91,175.0,2026-04-09,14,0,1,0,1,1,2,metlink
"-41.26,174.95",-41.26,174.95,2026-04-29,15,0,1,0,1,1,2,metlink
"-41.27,174.78",-41.27,174.78,2026-04-23,15,0,1,0,1,1,2,metlink
"-41.18,174.82",-41.18,174.82,2026-04-01,11,0,1,0,1,1,2,metlink
"-41.28,174.75",-41.28,174.75,2026-04-14,8,0,1,0,1,1,2,metlink
"-41.21,174.92",-41.21,174.92,2026-04-04,22,0,1,0,1,1,2,metlink
"-41.12,174.87",-41.12,174.87,2026-04-19,14,0,1,0,1,1,2,metlink
"-41.17,174.96",-41.17,174.96,2026-04-30,10,0,1,0,1,1,2,metlink
"-40.9,175.01",-40.9,175.01,2026-04-17,7,0,1,0,1,1,2,metlink
"-41.3,174.79",-41.3,174.79,2026-04-10,20,0,1,0,1,1,2,metlink
"-41.15,175.01",-41.15,175.01,2026-04-03,21,0,1,0,1,1,2,metlink
"-40.99,174.95",-40.99,174.95,2026-04-21,23,0,1,0,1,1,2,metlink
"-41.28,174.74",-41.28,174.74,2026-04-30,9,0,1,0,1,1,2,metlink
"-41.16,174.98",-41.16,174.98,2026-04-30,11,0,1,0,1,1,2,metlink
"-41.19,174.94",-41.19,174.94,2026-04-24,6,0,1,0,1,1,2,metlink
"-41.3,174.77",-41.3,174.77,2026-04-10,11,0,1,0,1,1,2,metlink
"-41.29,174.76",-41.29,174.76,2026-04-16,21,0,1,0,1,1,2,metlink
"-41.2,174.92",-41.2,174.92,2026-04-01,6,0,1,0,1,1,2,metlink
"-41.2,174.83",-41.2,174.83,2026-04-17,16,0,1,0,1,1,2,metlink
"-41.2,174.83",-41.2,174.83,2026-04-06,8,0,1,0,1,1,2,metlink
"-41.09,175.1",-41.09,175.1,2026-04-18,20,0,1,0,1,1,2,metlink
"-41.22,174.89",-41.22,174.89,2026-04-19,18,0,1,0,1,1,2,metlink
"-41.13,174.83",-41.13,174.83,2026-04-02,14,0,1,0,1,1,2,metlink
"-41.29,174.9",-41.29,174.9,2026-04-15,10,0,1,0,1,1,2,metlink
"-41.21,174.93",-41.21,174.93,2026-04-04,15,0,1,0,1,1,2,metlink
"-41.21,174.81",-41.21,174.81,2026-04-17,12,0,1,0,1,1,2,metlink
"-41.21,174.9",-41.21,174.9,2026-04-04,11,0,1,0,1,1,2,metlink
"-41.08,175.45",-41.08,175.45,2026-04-01,15,0,1,0,1,1,2,metlink
"-41.26,174.78",-41.26,174.78,2026-04-18,9,0,1,0,1,1,2,metlink
"-41.27,174.76",-41.27,174.76,2026-04-20,14,0,1,0,1,1,2,metlink
"-41.1,175.14",-41.1,175.14,2026-04-10,8,0,1,0,1,1,2,metlink
"-41.15,174.83",-41.15,174.83,2026-04-08,21,0,1,0,1,1,2,metlink
"-41.22,174.8",-41.22,174.8,2026-04-27,21,0,1,0,1,1,2,metlink
"-41.22,174.83",-41.22,174.83,2026-04-11,3,0,1,0,1,1,2,metlink
"-41.11,174.87",-41.11,174.87,2026-04-09,11,0,1,0,1,1,2,metlink
"-41.11,174.84",-41.11,174.84,2026-04-17,20,0,1,0,1,1,2,metlink
"-41.28,174.77",-41.28,174.77,2026-04-26,0,0,1,0,1,1,2,metlink
"-41.32,174.76",-41.32,174.76,2026-04-07,18,0,1,0,1,1,2,metlink
"-41.23,174.81",-41.23,174.81,2026-04-02,9,0,1,0,1,1,2,metlink
"-41.29,174.74",-41.29,174.74,2026-04-14,17,0,1,0,1,1,2,metlink
"-41.13,175.04",-41.13,175.04,2026-04-24,11,0,1,0,1,1,2,metlink
"-41.26,174.77",-41.26,174.77,2026-04-17,8,0,1,0,1,1,2,metlink
"-41.02,175.52",-41.02,175.52,2026-04-28,14,0,1,0,1,1,2,metlink
"-41.29,174.8",-41.29,174.8,2026-04-30,22,0,1,0,1,1,2,metlink
"-41.26,174.76",-41.26,174.76,2026-04-01,6,0,1,0,1,1,2,metlink
"-41.17,174.83",-41.17,174.83,2026-04-25,10,0,1,0,1,1,2,metlink
"-41.28,174.78",-41.28,174.78,2026-04-08,14,0,1,0,1,1,2,metlink
"-41.32,174.83",-41.32,174.83,2026-04-26,10,0,1,0,1,1,2,metlink
"-41.19,174.95",-41.19,174.95,2026-04-08,13,0,1,0,1,1,2,metlink
"-41.25,174.78",-41.25,174.78,2026-04-03,9,0,1,0,1,1,2,metlink
"-41.01,175.55",-41.01,175.55,2026-04-29,15,0,1,0,1,1,2,metlink
"-41.21,174.92",-41.21,174.92,2026-04-24,12,0,1,0,1,1,2,metlink
"-41.23,174.88",-41.23,174.88,2026-04-18,10,0,1,0,1,1,2,metlink
"-41.22,174.82",-41.22,174.82,2026-04-27,22,0,1,0,1,1,2,metlink
"-41.12,174.86",-41.12,174.86,2026-04-02,7,0,1,0,1,1,2,metlink
"-41.31,174.78",-41.31,174.78,2026-04-30,9,0,1,0,1,1,2,metlink
"-41.11,175.1",-41.11,175.1,2026-04-22,14,0,1,0,1,1,2,metlink
"-40.8,175.12",-40.8,175.12,2026-04-10,13,0,1,0,1,1,2,metlink
"-41.21,174.93",-41.21,174.93,2026-04-07,12,0,1,0,1,1,2,metlink
"-41.21,174.92",-41.21,174.92,2026-04-30,21,0,1,0,1,1,2,metlink
"-41.34,174.79",-41.34,174.79,2026-04-13,22,0,1,0,1,1,2,metlink
"-41.17,174.82",-41.17,174.82,2026-04-02,19,0,1,0,1,1,2,metlink
"-41.17,174.82",-41.17,174.82,2026-04-14,21,0,1,0,1,1,2,metlink
"-41.12,174.88",-41.12,174.88,2026-04-10,23,0,1,0,1,1,2,metlink
"-40.9,174.98",-40.9,174.98,2026-04-04,15,0,1,0,1,1,2,metlink
"-41.26,174.78",-41.26,174.78,2026-04-30,9,0,1,0,1,1,2,metlink
"-40.97,175.61",-40.97,175.61,2026-04-02,19,0,0,1,1,1,3,nzta
"-41.12,175.04",-41.12,175.04,2026-04-03,19,0,0,1,1,1,3,nzta
"-40.94,174.99",-40.94,174.99,2026-04-19,6,0,0,1,1,1,2,nzta
"-40.97,175.61",-40.97,175.61,2026-04-02,13,0,0,1,1,1,3,nzta
"-41.12,175.04",-41.12,175.04,2026-04-03,13,0,0,1,1,1,3,nzta
"-40.97,175.61",-40.97,175.61,2026-04-02,8,0,0,1,1,1,3,nzta
"-41.12,175.04",-41.12,175.04,2026-04-03,8,0,0,1,1,1,3,nzta
"-41.16,174.97",-41.16,174.97,2026-04-27,1,0,0,1,1,1,3,nzta
"-41.07,175.48",-41.07,175.48,2026-04-22,17,0,0,1,1,1,2,nzta
"-41.08,175.46",-41.08,175.46,2026-04-12,22,0,0,1,1,1,2,nzta
"-41.13,175.02",-41.13,175.02,2026-04-03,17,0,0,1,1,1,3,nzta
"-41.16,174.98",-41.16,174.98,2026-04-27,17,0,0,1,1,1,3,nzta
"-40.87,175.03",-40.87,175.03,2026-04-24,17,0,0,1,1,1,2,nzta
"-40.97,175.61",-40.97,175.61,2026-04-06,14,0,0,1,1,1,3,nzta
"-41.08,175.46",-41.08,175.46,2026-04-12,15,0,0,1,1,1,2,nzta
"-40.87,175.03",-40.87,175.03,2026-04-20,14,0,0,1,1,1,3,nzta
"-41.0,175.56",-41.0,175.56,2026-04-12,17,0,0,1,1,1,2,nzta
"-41.07,175.48",-41.07,175.48,2026-04-22,9,0,0,1,1,1,2,nzta
"-41.13,175.02",-41.13,175.02,2026-04-03,9,0,0,1,1,1,3,nzta
"-41.16,174.98",-41.16,174.98,2026-04-27,9,0,0,1,1,1,3,nzta
"-40.87,175.03",-40.87,175.03,2026-04-24,9,0,0,1,1,1,2,nzta
"-41.03,175.53",-41.03,175.53,2026-04-04,14,0,0,1,1,1,2,nzta
"-41.07,175.48",-41.07,175.48,2026-04-22,5,0,0,1,1,1,2,nzta
"-41.13,175.02",-41.13,175.02,2026-04-03,5,0,0,1,1,1,3,nzta
"-41.16,174.98",-41.16,174.98,2026-04-27,5,0,0,1,1,1,3,nzta
"-41.22,174.86",-41.22,174.86,2026-04-05,14,0,0,1,1,1,2,nzta
"-40.87,175.03",-40.87,175.03,2026-04-24,5,0,0,1,1,1,2,nzta
"-41.0,175.56",-41.0,175.56,2026-04-12,9,0,0,1,1,1,2,nzta
"-41.0,175.56",-41.0,175.56,2026-04-12,5,0,0,1,1,1,2,nzta
"-41.09,175.21",-41.09,175.21,2026-04-22,6,0,0,1,1,1,3,nzta
"-41.13,175.02",-41.13,175.02,2026-04-06,3,0,0,1,1,1,2,nzta
"-41.2,174.91",-41.2,174.91,2026-04-03,3,0,0,1,1,1,3,nzta
"-41.25,174.81",-41.25,174.81,2026-04-27,3,0,0,1,1,1,3,nzta
"-40.91,175.0",-40.91,175.0,2026-04-02,3,0,0,1,1,1,3,nzta
"-41.03,175.53",-41.03,175.53,2026-04-21,7,0,0,1,1,1,3,nzta
"-41.07,175.48",-41.07,175.48,2026-04-06,7,0,0,1,1,1,3,nzta
"-41.13,175.02",-41.13,175.02,2026-04-21,7,0,0,1,1,1,3,nzta
"-41.25,174.82",-41.25,174.82,2026-04-21,7,0,0,1,1,1,3,nzta
"-40.97,175.61",-40.97,175.61,2026-04-03,20,0,0,1,1,1,3,nzta
"-41.03,175.53",-41.03,175.53,2026-04-03,20,0,0,1,1,1,2,nzta
"-40.94,174.99",-40.94,174.99,2026-04-10,20,0,0,1,1,1,2,nzta
"-40.94,174.99",-40.94,174.99,2026-04-12,20,0,0,1,1,1,3,nzta
"-41.07,175.48",-41.07,175.48,2026-04-27,12,0,0,1,1,1,3,nzta
"-41.12,175.04",-41.12,175.04,2026-04-21,12,0,0,1,1,1,3,nzta
"-41.24,174.82",-41.24,174.82,2026-04-03,12,0,0,1,1,1,3,nzta
"-41.24,174.82",-41.24,174.82,2026-04-12,12,0,0,1,1,1,2,nzta
"-40.94,174.99",-40.94,174.99,2026-04-18,12,0,0,1,1,1,2,nzta
"-41.03,175.53",-41.03,175.53,2026-04-27,23,0,0,1,1,1,3,nzta
"-41.12,175.04",-41.12,175.04,2026-04-27,23,0,0,1,1,1,2,nzta
"-41.16,174.98",-41.16,174.98,2026-04-20,23,0,0,1,1,1,3,nzta
"-41.21,174.82",-41.21,174.82,2026-04-12,2,0,0,1,1,1,2,nzta
"-40.76,175.16",-40.76,175.16,2026-04-24,23,0,0,1,1,1,2,nzta
"-41.03,175.53",-41.03,175.53,2026-04-27,4,0,0,1,1,1,3,nzta
"-41.12,175.04",-41.12,175.04,2026-04-27,4,0,0,1,1,1,2,nzta
"-41.16,174.98",-41.16,174.98,2026-04-20,4,0,0,1,1,1,3,nzta
"-41.25,174.81",-41.25,174.81,2026-04-06,4,0,0,1,1,1,3,nzta
"-40.76,175.16",-40.76,175.16,2026-04-24,4,0,0,1,1,1,2,nzta
"-40.97,175.61",-40.97,175.61,2026-04-13,21,0,0,1,1,1,3,nzta
"-41.07,175.48",-41.07,175.48,2026-04-12,1,0,0,1,1,1,2,nzta
"-41.16,174.98",-41.16,174.98,2026-04-06,21,0,0,1,1,1,3,nzta
"-41.25,174.81",-41.25,174.81,2026-04-21,21,0,0,1,1,1,3,nzta
"-41.16,174.97",-41.16,174.97,2026-04-06,21,0,0,1,1,1,3,nzta
"-40.91,175.0",-40.91,175.0,2026-04-24,21,0,0,1,1,1,2,nzta
"-41.31,174.79",-41.31,174.79,2026-04-03,21,0,0,1,1,1,2,nzta
"-41.31,174.8",-41.31,174.8,2026-04-20,21,0,0,1,1,1,2,nzta
"-41.27,174.78",-41.27,174.78,2026-04-25,1,0,0,1,1,1,2,nzta
"-41.0,175.56",-41.0,175.56,2026-04-27,18,0,0,1,1,1,2,nzta
"-41.2,174.91",-41.2,174.91,2026-04-21,18,0,0,1,1,1,3,nzta
"-40.84,175.09",-40.84,175.09,2026-04-24,18,0,0,1,1,1,2,nzta
"-40.87,175.04",-40.87,175.04,2026-04-06,18,0,0,1,1,1,2,nzta
"-40.78,175.14",-40.78,175.14,2026-04-12,16,0,0,1,1,1,2,nzta
"-41.0,175.56",-41.0,175.56,2026-04-27,10,0,0,1,1,1,2,nzta
"-41.2,174.91",-41.2,174.91,2026-04-21,10,0,0,1,1,1,3,nzta
"-40.84,175.09",-40.84,175.09,2026-04-24,10,0,0,1,1,1,2,nzta
"-40.87,175.04",-40.87,175.04,2026-04-06,10,0,0,1,1,1,2,nzta
"-40.78,175.14",-40.78,175.14,2026-04-12,11,0,0,1,1,1,2,nzta
"-41.07,175.48",-41.07,175.48,2026-04-20,16,0,0,1,1,1,2,nzta
"-41.2,174.91",-41.2,174.91,2026-04-20,16,0,0,1,1,1,3,nzta
"-41.22,174.89",-41.22,174.89,2026-04-03,16,0,0,1,1,1,3,nzta
"-41.07,175.48",-41.07,175.48,2026-04-20,11,0,0,1,1,1,2,nzta
"-41.2,174.91",-41.2,174.91,2026-04-20,11,0,0,1,1,1,3,nzta
"-41.22,174.89",-41.22,174.89,2026-04-03,11,0,0,1,1,1,3,nzta
"-41.31,174.8",-41.31,174.8,2026-04-30,11,0,0,1,1,1,3,nzta
"-40.76,175.16",-40.76,175.16,2026-04-21,11,0,0,1,1,1,2,nzta
"-41.12,175.37",-41.12,175.37,2026-04-22,0,0,0,1,1,1,2,nzta
"-41.18,174.94",-41.18,174.94,2026-04-22,0,0,0,1,1,1,3,nzta
"-41.22,174.81",-41.22,174.81,2026-04-27,0,0,0,1,1,1,3,nzta
"-41.13,174.97",-41.13,174.97,2026-04-27,19,0,0,1,1,1,3,nzta
"-41.13,174.97",-41.13,174.97,2026-04-27,13,0,0,1,1,1,3,nzta
"-41.13,174.97",-41.13,174.97,2026-04-27,8,0,0,1,1,1,3,nzta
"-41.1,174.91",-41.1,174.91,2026-04-21,1,0,0,1,1,1,3,nzta
"-41.0,174.94",-41.0,174.94,2026-04-21,1,0,0,1,1,1,3,nzta
"-41.12,175.33",-41.12,175.33,2026-04-21,17,0,0,1,1,1,3,nzta
"-41.14,174.84",-41.14,174.84,2026-04-12,22,0,0,1,1,1,3,nzta
"-41.3,174.77",-41.3,174.77,2026-04-06,14,0,0,1,1,1,2,nzta
"-41.21,175.45",-41.21,175.45,2026-04-20,14,0,0,1,1,1,2,nzta
"-41.12,175.33",-41.12,175.33,2026-04-21,9,0,0,1,1,1,3,nzta
"-41.12,175.33",-41.12,175.33,2026-04-21,5,0,0,1,1,1,3,nzta
"-41.27,174.78",-41.27,174.78,2026-04-20,2,0,0,1,1,1,2,nzta
"-41.13,174.97",-41.13,174.97,2026-04-07,6,0,0,1,1,1,2,nzta
"-41.06,174.88",-41.06,174.88,2026-04-20,3,0,0,1,1,1,2,nzta
"-40.78,175.14",-40.78,175.14,2026-04-20,20,0,0,1,1,1,2,nzta
"-41.15,175.37",-41.15,175.37,2026-04-21,20,0,0,1,1,1,3,nzta
"-41.15,175.37",-41.15,175.37,2026-04-22,20,0,0,1,1,1,3,nzta
"-41.03,174.89",-41.03,174.89,2026-04-21,20,0,0,1,1,1,3,nzta
"-41.13,174.84",-41.13,174.84,2026-04-21,20,0,0,1,1,1,2,nzta
"-41.27,174.79",-41.27,174.79,2026-04-03,12,0,0,1,1,1,2,nzta
"-41.3,174.77",-41.3,174.77,2026-04-03,23,0,0,1,1,1,2,nzta
"-41.3,174.77",-41.3,174.77,2026-04-03,4,0,0,1,1,1,2,nzta
"-41.13,174.97",-41.13,174.97,2026-04-18,7,0,0,1,1,1,3,nzta
"-41.19,174.83",-41.19,174.83,2026-04-05,1,0,0,1,1,1,3,nzta
"-41.15,175.37",-41.15,175.37,2026-04-20,21,0,0,1,1,1,2,nzta
"-41.21,175.45",-41.21,175.45,2026-04-21,16,0,0,1,1,1,3,nzta
"-41.13,174.97",-41.13,174.97,2026-04-21,16,0,0,1,1,1,3,nzta
"-41.06,174.88",-41.06,174.88,2026-04-21,16,0,0,1,1,1,3,nzta
"-41.21,175.45",-41.21,175.45,2026-04-21,11,0,0,1,1,1,3,nzta
"-41.13,174.97",-41.13,174.97,2026-04-21,11,0,0,1,1,1,3,nzta
"-41.06,174.88",-41.06,174.88,2026-04-21,11,0,0,1,1,1,3,nzta
"-41.1,174.91",-41.1,174.91,2026-04-03,0,0,0,1,1,1,2,nzta
"-41.14,174.84",-41.14,174.84,2026-04-13,0,0,0,1,1,1,2,nzta
"-41.3,174.78",-41.3,174.78,2026-04-02,10,1,0,0,1,1,2,sensors
"-41.31,174.78",-41.31,174.78,2026-04-02,21,1,0,0,1,1,2,sensors
"-41.29,174.77",-41.29,174.77,2026-04-14,0,1,0,0,1,1,2,sensors
"-41.29,174.78",-41.29,174.78,2026-04-23,2,1,0,0,1,1,2,sensors
"-41.28,174.78",-41.28,174.78,2026-04-06,7,1,0,0,1,1,2,sensors
"-41.18,174.83",-41.18,174.83,2026-04-21,8,1,0,0,1,1,2,sensors
"-41.31,174.78",-41.31,174.78,2026-04-22,6,1,0,0,1,1,2,sensors
"-41.3,174.77",-41.3,174.77,2026-04-21,12,1,0,0,1,1,2,sensors
"-41.14,174.84",-41.14,174.84,2026-04-11,22,0,1,0,1,1,3,metlink
"-40.88,175.07",-40.88,175.07,2026-04-10,14,0,1,0,1,1,3,metlink
"-41.21,174.9",-41.21,174.9,2026-04-13,15,0,1,0,1,1,3,metlink
"-41.31,174.81",-41.31,174.81,2026-04-20,19,0,1,0,1,1,3,metlink
"-40.76,175.14",-40.76,175.14,2026-04-30,16,0,1,0,1,1,3,metlink
"-41.29,174.79",-41.29,174.79,2026-04-10,7,0,1,0,1,1,3,metlink
"-41.26,174.8",-41.26,174.8,2026-04-19,17,0,1,0,1,1,3,metlink
"-40.92,175.01",-40.92,175.01,2026-04-11,8,0,1,0,1,1,3,metlink
"-41.11,174.89",-41.11,174.89,2026-04-28,17,0,1,0,1,1,3,metlink
"-41.29,174.74",-41.29,174.74,2026-04-15,16,0,1,0,1,1,3,metlink
"-41.2,174.97",-41.2,174.97,2026-04-24,16,0,1,0,1,1,3,metlink
"-41.18,174.83",-41.18,174.83,2026-04-06,18,0,1,0,1,1,3,metlink
"-41.31,174.82",-41.31,174.82,2026-04-24,19,0,1,0,1,1,3,metlink
"-41.27,174.76",-41.27,174.76,2026-04-12,1,0,1,0,1,1,3,metlink
"-40.92,175.01",-40.92,175.01,2026-04-11,13,0,1,0,1,1,3,metlink
"-41.28,174.91",-41.28,174.91,2026-04-14,16,0,1,0,1,1,3,metlink
"-40.77,175.17",-40.77,175.17,2026-04-10,16,0,1,0,1,1,3,metlink
"-41.09,175.11",-41.09,175.11,2026-04-13,7,0,1,0,1,1,3,metlink
"-41.26,174.79",-41.26,174.79,2026-04-09,7,0,1,0,1,1,3,metlink
"-41.3,174.82",-41.3,174.82,2026-04-13,16,0,1,0,1,1,3,metlink
"-41.34,174.76",-41.34,174.76,2026-04-23,8,0,1,0,1,1,3,metlink
"-41.1,174.88",-41.1,174.88,2026-04-20,16,0,1,0,1,1,3,metlink
"-40.93,174.99",-40.93,174.99,2026-04-04,20,0,1,0,1,1,3,metlink
"-41.34,174.77",-41.34,174.77,2026-04-24,7,0,1,0,1,1,3,metlink
"-41.2,174.95",-41.2,174.95,2026-04-22,7,0,1,0,1,1,3,metlink
"-41.12,174.84",-41.12,174.84,2026-04-22,16,0,1,0,1,1,3,metlink
"-41.09,175.1",-41.09,175.1,2026-04-20,7,0,1,0,1,1,3,metlink
"-41.35,174.76",-41.35,174.76,2026-04-26,11,0,1,0,1,1,3,metlink
"-40.86,175.02",-40.86,175.02,2026-04-30,7,0,1,0,1,1,3,metlink
"-41.13,175.07",-41.13,175.07,2026-04-22,8,0,1,0,1,1,3,metlink
"-40.75,175.11",-40.75,175.11,2026-04-20,7,0,1,0,1,1,3,metlink
"-41.28,174.76",-41.28,174.76,2026-04-08,9,0,1,0,1,1,3,metlink
"-41.09,175.13",-41.09,175.13,2026-04-13,7,0,1,0,1,1,3,metlink
"-41.23,174.89",-41.23,174.89,2026-04-20,17,0,1,0,1,1,3,metlink
"-41.29,174.72",-41.29,174.72,2026-04-23,15,0,1,0,1,1,3,metlink
"-41.26,174.78",-41.26,174.78,2026-04-11,1,0,1,0,1,1,3,metlink
"-41.17,174.99",-41.17,174.99,2026-04-08,16,0,1,0,1,1,3,metlink
"-41.2,174.83",-41.2,174.83,2026-04-28,16,0,1,0,1,1,3,metlink
"-40.85,175.04",-40.85,175.04,2026-04-10,16,0,1,0,1,1,3,metlink
"-41.24,174.79",-41.24,174.79,2026-04-29,16,0,1,0,1,1,3,metlink
"-41.21,174.9",-41.21,174.9,2026-04-16,18,0,1,0,1,1,2,metlink
"-40.92,175.0",-40.92,175.0,2026-04-11,17,0,1,0,1,1,2,metlink
"-41.33,174.81",-41.33,174.81,2026-04-05,19,0,1,0,1,1,2,metlink
"-41.15,174.99",-41.15,174.99,2026-04-13,18,0,1,0,1,1,2,metlink
"-41.13,175.06",-41.13,175.06,2026-04-18,11,0,1,0,1,1,2,metlink
"-40.77,175.15",-40.77,175.15,2026-04-18,15,0,1,0,1,1,2,metlink
"-41.3,174.79",-41.3,174.79,2026-04-23,19,0,1,0,1,1,2,metlink
"-41.2,174.82",-41.2,174.82,2026-04-24,7,0,1,0,1,1,2,metlink
"-41.11,174.88",-41.11,174.88,2026-04-20,7,0,1,0,1,1,2,metlink
"-41.29,174.83",-41.29,174.83,2026-04-15,7,0,1,0,1,1,2,metlink
"-41.1,175.09",-41.1,175.09,2026-04-21,8,0,1,0,1,1,2,metlink
"-41.21,174.81",-41.21,174.81,2026-04-01,7,0,1,0,1,1,2,metlink
"-40.74,175.11",-40.74,175.11,2026-04-24,7,0,1,0,1,1,2,metlink
"-41.28,174.76",-41.28,174.76,2026-04-21,7,0,1,0,1,1,2,metlink
"-41.29,174.75",-41.29,174.75,2026-04-09,17,0,1,0,1,1,2,metlink
"-40.96,175.61",-40.96,175.61,2026-04-30,7,0,1,0,1,1,2,metlink
"-41.32,174.8",-41.32,174.8,2026-04-05,19,0,1,0,1,1,2,metlink
"-41.1,175.14",-41.1,175.14,2026-04-23,7,0,1,0,1,1,2,metlink
"-41.13,175.07",-41.13,175.07,2026-04-18,11,0,1,0,1,1,2,metlink
"-41.21,174.9",-41.21,174.9,2026-04-07,8,0,1,0,1,1,2,metlink
"-41.29,174.72",-41.29,174.72,2026-04-29,18,0,1,0,1,1,2,metlink
"-41.32,174.81",-41.32,174.81,2026-04-23,9,0,1,0,1,1,2,metlink
"-40.84,175.08",-40.84,175.08,2026-04-23,9,0,1,0,1,1,2,metlink
